Epoch 1/3
------------------------------------------------------------
[1/1429] Loss: 0.7604 | LR: 0.005
[560/1429] Loss: 1.1049 | LR: 0.005
[561/1429] Loss: 1.1946 | LR: 0.005
[562/1429] Loss: 0.7874 | LR: 0.005
[563/1429] Loss: 0.5958 | LR: 0.005
[564/1429] Loss: 0.6169 | LR: 0.005
[565/1429] Loss: 0.5154 | LR: 0.005
[566/1429] Loss: 0.2024 | LR: 0.005
[567/1429] Loss: 0.9233 | LR: 0.005
[568/1429] Loss: 0.3077 | LR: 0.005
[569/1429] Loss: 1.1491 | LR: 0.005
[570/1429] Loss: 1.057 | LR: 0.005
[571/1429] Loss: 0.4237 | LR: 0.005
[572/1429] Loss: 0.2926 | LR: 0.005
[573/1429] Loss: 0.3674 | LR: 0.005
[574/1429] Loss: 0.7859 | LR: 0.005
[575/1429] Loss: 0.4579 | LR: 0.005
[576/1429] Loss: 0.7558 | LR: 0.005
[577/1429] Loss: 0.6583 | LR: 0.005
[578/1429] Loss: 0.9321 | LR: 0.005
[579/1429] Loss: 0.7181 | LR: 0.005
[580/1429] Loss: 0.9386 | LR: 0.005
[581/1429] Loss: 0.5173 | LR: 0.005
[582/1429] Loss: 0.7021 | LR: 0.005
[583/1429] Loss: 0.9788 | LR: 0.005
[584/1429] Loss: 0.2477 | LR: 0.005
[585/1429] Loss: 0.8836 | LR: 0.005
[586/1429] Loss: 0.8988 | LR: 0.005
[587/1429] Loss: 0.2712 | LR: 0.005
[588/1429] Loss: 0.7358 | LR: 0.005
[589/1429] Loss: 0.3387 | LR: 0.005
[590/1429] Loss: 0.5113 | LR: 0.005
[591/1429] Loss: 0.7362 | LR: 0.005
[592/1429] Loss: 0.8342 | LR: 0.005
[593/1429] Loss: 0.334 | LR: 0.005
[594/1429] Loss: 0.9505 | LR: 0.005
[595/1429] Loss: 0.9205 | LR: 0.005
[596/1429] Loss: 0.4327 | LR: 0.005
[597/1429] Loss: 1.14 | LR: 0.005
[598/1429] Loss: 0.8867 | LR: 0.005
[599/1429] Loss: 0.5581 | LR: 0.005
[600/1429] Loss: 0.769 | LR: 0.005
[601/1429] Loss: 0.9532 | LR: 0.005
[602/1429] Loss: 0.3557 | LR: 0.005
[603/1429] Loss: 0.6928 | LR: 0.005
[604/1429] Loss: 0.674 | LR: 0.005
[605/1429] Loss: 0.4899 | LR: 0.005
[606/1429] Loss: 0.7919 | LR: 0.005
[607/1429] Loss: 0.6341 | LR: 0.005
[608/1429] Loss: 0.4967 | LR: 0.005
[609/1429] Loss: 0.832 | LR: 0.005
[610/1429] Loss: 1.1636 | LR: 0.005
[611/1429] Loss: 1.094 | LR: 0.005
[612/1429] Loss: 0.6936 | LR: 0.005
[613/1429] Loss: 1.0587 | LR: 0.005
[614/1429] Loss: 0.6938 | LR: 0.005
[615/1429] Loss: 1.1497 | LR: 0.005
[616/1429] Loss: 1.122 | LR: 0.005
[617/1429] Loss: 0.3561 | LR: 0.005
[618/1429] Loss: 0.8936 | LR: 0.005
[619/1429] Loss: 0.6357 | LR: 0.005
[620/1429] Loss: 0.5104 | LR: 0.005
[621/1429] Loss: 0.4262 | LR: 0.005
[622/1429] Loss: 0.5881 | LR: 0.005
[623/1429] Loss: 0.4428 | LR: 0.005
[624/1429] Loss: 0.4567 | LR: 0.005
[625/1429] Loss: 0.7124 | LR: 0.005
[626/1429] Loss: 0.7091 | LR: 0.005
[627/1429] Loss: 0.4512 | LR: 0.005
[628/1429] Loss: 0.95 | LR: 0.005
[629/1429] Loss: 0.2036 | LR: 0.005
[630/1429] Loss: 0.8604 | LR: 0.005
[631/1429] Loss: 0.3698 | LR: 0.005
[632/1429] Loss: 1.0451 | LR: 0.005
[633/1429] Loss: 0.2853 | LR: 0.005
[634/1429] Loss: 0.7674 | LR: 0.005
[635/1429] Loss: 0.9887 | LR: 0.005
[636/1429] Loss: 0.4039 | LR: 0.005
[637/1429] Loss: 0.7266 | LR: 0.005
[638/1429] Loss: 0.2066 | LR: 0.005
[639/1429] Loss: 0.2715 | LR: 0.005
[640/1429] Loss: 0.7777 | LR: 0.005
[641/1429] Loss: 0.4129 | LR: 0.005
[642/1429] Loss: 0.4942 | LR: 0.005
[643/1429] Loss: 1.1807 | LR: 0.005
[644/1429] Loss: 0.4988 | LR: 0.005
[645/1429] Loss: 0.6932 | LR: 0.005
[646/1429] Loss: 0.5403 | LR: 0.005
[647/1429] Loss: 0.5879 | LR: 0.005
[648/1429] Loss: 0.6294 | LR: 0.005
[649/1429] Loss: 0.3158 | LR: 0.005
[650/1429] Loss: 0.553 | LR: 0.005
[651/1429] Loss: 0.6867 | LR: 0.005
[652/1429] Loss: 0.6466 | LR: 0.005
[653/1429] Loss: 1.0883 | LR: 0.005
[654/1429] Loss: 1.1477 | LR: 0.005
[655/1429] Loss: 0.4777 | LR: 0.005
[656/1429] Loss: 0.3802 | LR: 0.005
[657/1429] Loss: 0.5506 | LR: 0.005
[658/1429] Loss: 0.7911 | LR: 0.005
[659/1429] Loss: 0.5439 | LR: 0.005
[660/1429] Loss: 1.1053 | LR: 0.005
[661/1429] Loss: 1.0467 | LR: 0.005
[662/1429] Loss: 0.6351 | LR: 0.005
[663/1429] Loss: 0.3349 | LR: 0.005
[664/1429] Loss: 0.5895 | LR: 0.005
[665/1429] Loss: 1.1462 | LR: 0.005
[666/1429] Loss: 1.187 | LR: 0.005
[667/1429] Loss: 1.066 | LR: 0.005
[668/1429] Loss: 0.482 | LR: 0.005
[669/1429] Loss: 0.3566 | LR: 0.005
[670/1429] Loss: 0.8873 | LR: 0.005
[671/1429] Loss: 0.2822 | LR: 0.005
[672/1429] Loss: 0.4202 | LR: 0.005
[673/1429] Loss: 0.4334 | LR: 0.005
[674/1429] Loss: 0.7459 | LR: 0.005
[675/1429] Loss: 1.1402 | LR: 0.005
[676/1429] Loss: 0.3569 | LR: 0.005
[677/1429] Loss: 0.4676 | LR: 0.005
[678/1429] Loss: 0.38 | LR: 0.005
[679/1429] Loss: 0.3023 | LR: 0.005
[680/1429] Loss: 0.8294 | LR: 0.005
[681/1429] Loss: 0.4465 | LR: 0.005
[682/1429] Loss: 0.4291 | LR: 0.005
[683/1429] Loss: 0.9258 | LR: 0.005
[684/1429] Loss: 0.7684 | LR: 0.005
[685/1429] Loss: 0.8346 | LR: 0.005
[686/1429] Loss: 0.8517 | LR: 0.005
[687/1429] Loss: 0.401 | LR: 0.005
[688/1429] Loss: 0.6956 | LR: 0.005
[689/1429] Loss: 1.0449 | LR: 0.005
[690/1429] Loss: 0.5305 | LR: 0.005
[691/1429] Loss: 0.5939 | LR: 0.005
[692/1429] Loss: 0.216 | LR: 0.005
[693/1429] Loss: 0.8829 | LR: 0.005
[694/1429] Loss: 1.1476 | LR: 0.005
[695/1429] Loss: 1.151 | LR: 0.005
[696/1429] Loss: 0.5356 | LR: 0.005
[697/1429] Loss: 1.1375 | LR: 0.005
[698/1429] Loss: 0.5728 | LR: 0.005
[699/1429] Loss: 1.0212 | LR: 0.005
[700/1429] Loss: 0.5939 | LR: 0.005
[701/1429] Loss: 0.9909 | LR: 0.005
[702/1429] Loss: 1.1147 | LR: 0.005
[703/1429] Loss: 0.4609 | LR: 0.005
[704/1429] Loss: 0.4209 | LR: 0.005
[705/1429] Loss: 0.7546 | LR: 0.005
[706/1429] Loss: 0.6896 | LR: 0.005
[707/1429] Loss: 0.2103 | LR: 0.005
[708/1429] Loss: 0.2813 | LR: 0.005
[709/1429] Loss: 0.6319 | LR: 0.005
[710/1429] Loss: 0.6384 | LR: 0.005
[711/1429] Loss: 0.9178 | LR: 0.005
[712/1429] Loss: 1.0705 | LR: 0.005
[713/1429] Loss: 1.0241 | LR: 0.005
[714/1429] Loss: 0.7662 | LR: 0.005
[715/1429] Loss: 1.0455 | LR: 0.005
[716/1429] Loss: 0.3755 | LR: 0.005
[717/1429] Loss: 0.8654 | LR: 0.005
[718/1429] Loss: 0.7871 | LR: 0.005
[719/1429] Loss: 0.3491 | LR: 0.005
[720/1429] Loss: 0.9872 | LR: 0.005
[721/1429] Loss: 0.4611 | LR: 0.005
[722/1429] Loss: 1.126 | LR: 0.005
[723/1429] Loss: 0.8154 | LR: 0.005
[724/1429] Loss: 0.293 | LR: 0.005
[725/1429] Loss: 0.4938 | LR: 0.005
[726/1429] Loss: 1.0775 | LR: 0.005
[727/1429] Loss: 0.6462 | LR: 0.005
[728/1429] Loss: 0.3801 | LR: 0.005
[729/1429] Loss: 0.3768 | LR: 0.005
[730/1429] Loss: 0.3952 | LR: 0.005
[731/1429] Loss: 0.4303 | LR: 0.005
[732/1429] Loss: 1.0755 | LR: 0.005
[733/1429] Loss: 0.2389 | LR: 0.005
[734/1429] Loss: 1.0296 | LR: 0.005
[735/1429] Loss: 1.0901 | LR: 0.005
[736/1429] Loss: 1.0667 | LR: 0.005
[737/1429] Loss: 1.041 | LR: 0.005
[738/1429] Loss: 0.7956 | LR: 0.005
[739/1429] Loss: 0.5855 | LR: 0.005
[740/1429] Loss: 0.528 | LR: 0.005
[741/1429] Loss: 0.9264 | LR: 0.005
[742/1429] Loss: 0.5836 | LR: 0.005
[743/1429] Loss: 0.4143 | LR: 0.005
[744/1429] Loss: 0.4949 | LR: 0.005
[745/1429] Loss: 1.0464 | LR: 0.005
[746/1429] Loss: 0.3753 | LR: 0.005
[747/1429] Loss: 1.0901 | LR: 0.005
[748/1429] Loss: 0.3074 | LR: 0.005
[749/1429] Loss: 0.203 | LR: 0.005
[750/1429] Loss: 0.2165 | LR: 0.005
[751/1429] Loss: 0.8092 | LR: 0.005
[752/1429] Loss: 1.1146 | LR: 0.005
[753/1429] Loss: 1.0681 | LR: 0.005
[754/1429] Loss: 0.9705 | LR: 0.005
[755/1429] Loss: 0.3678 | LR: 0.005
[756/1429] Loss: 0.8669 | LR: 0.005
[757/1429] Loss: 1.0809 | LR: 0.005
[758/1429] Loss: 1.0168 | LR: 0.005
[759/1429] Loss: 0.9342 | LR: 0.005
[760/1429] Loss: 1.1225 | LR: 0.005
[761/1429] Loss: 0.204 | LR: 0.005
[762/1429] Loss: 0.4764 | LR: 0.005
[763/1429] Loss: 0.2398 | LR: 0.005
[764/1429] Loss: 0.7393 | LR: 0.005
[765/1429] Loss: 1.1264 | LR: 0.005
[766/1429] Loss: 0.2668 | LR: 0.005
[767/1429] Loss: 0.8456 | LR: 0.005
[768/1429] Loss: 0.6357 | LR: 0.005
[769/1429] Loss: 0.9323 | LR: 0.005
[770/1429] Loss: 0.2458 | LR: 0.005
[771/1429] Loss: 0.6017 | LR: 0.005
[772/1429] Loss: 0.3974 | LR: 0.005
[773/1429] Loss: 1.1451 | LR: 0.005
[774/1429] Loss: 0.7635 | LR: 0.005
[775/1429] Loss: 0.8363 | LR: 0.005
[776/1429] Loss: 1.0207 | LR: 0.005
[777/1429] Loss: 0.8213 | LR: 0.005
[778/1429] Loss: 0.9415 | LR: 0.005
[779/1429] Loss: 0.9445 | LR: 0.005
[780/1429] Loss: 0.7082 | LR: 0.005
[781/1429] Loss: 0.8405 | LR: 0.005
[782/1429] Loss: 0.445 | LR: 0.005
[783/1429] Loss: 1.1288 | LR: 0.005
[784/1429] Loss: 1.1539 | LR: 0.005
[785/1429] Loss: 0.9798 | LR: 0.005
[786/1429] Loss: 0.4498 | LR: 0.005
[787/1429] Loss: 1.1697 | LR: 0.005
[788/1429] Loss: 0.6738 | LR: 0.005
[789/1429] Loss: 0.4385 | LR: 0.005
[790/1429] Loss: 0.3394 | LR: 0.005
[791/1429] Loss: 1.0626 | LR: 0.005
[792/1429] Loss: 1.0656 | LR: 0.005
[793/1429] Loss: 0.3825 | LR: 0.005
[794/1429] Loss: 0.8202 | LR: 0.005
[795/1429] Loss: 0.5044 | LR: 0.005
[796/1429] Loss: 0.397 | LR: 0.005
[797/1429] Loss: 1.0984 | LR: 0.005
[798/1429] Loss: 0.9159 | LR: 0.005
[799/1429] Loss: 1.1932 | LR: 0.005
[800/1429] Loss: 0.6771 | LR: 0.005
[801/1429] Loss: 0.8023 | LR: 0.005
[802/1429] Loss: 1.056 | LR: 0.005
[803/1429] Loss: 0.8908 | LR: 0.005
[804/1429] Loss: 0.7392 | LR: 0.005
[805/1429] Loss: 0.8477 | LR: 0.005
[806/1429] Loss: 1.1903 | LR: 0.005
[807/1429] Loss: 0.6974 | LR: 0.005
[808/1429] Loss: 0.5562 | LR: 0.005
[809/1429] Loss: 0.2164 | LR: 0.005
[810/1429] Loss: 0.4918 | LR: 0.005
[811/1429] Loss: 0.8111 | LR: 0.005
[812/1429] Loss: 1.0983 | LR: 0.005
[813/1429] Loss: 0.8737 | LR: 0.005
[814/1429] Loss: 1.0277 | LR: 0.005
[815/1429] Loss: 0.5243 | LR: 0.005
[816/1429] Loss: 0.8459 | LR: 0.005
[817/1429] Loss: 0.3136 | LR: 0.005
[818/1429] Loss: 0.4654 | LR: 0.005
[819/1429] Loss: 0.4558 | LR: 0.005
[820/1429] Loss: 0.2319 | LR: 0.005
[821/1429] Loss: 1.061 | LR: 0.005
[822/1429] Loss: 0.6308 | LR: 0.005
[823/1429] Loss: 0.5223 | LR: 0.005
[824/1429] Loss: 1.0143 | LR: 0.005
[825/1429] Loss: 1.1239 | LR: 0.005
[826/1429] Loss: 0.9568 | LR: 0.005
[827/1429] Loss: 1.1696 | LR: 0.005
[828/1429] Loss: 0.6401 | LR: 0.005
[829/1429] Loss: 0.6894 | LR: 0.005
[830/1429] Loss: 1.0415 | LR: 0.005
[831/1429] Loss: 0.3127 | LR: 0.005
[832/1429] Loss: 1.1699 | LR: 0.005
[833/1429] Loss: 0.7348 | LR: 0.005
[834/1429] Loss: 0.4369 | LR: 0.005
[835/1429] Loss: 0.4329 | LR: 0.005
[836/1429] Loss: 1.0867 | LR: 0.005
[837/1429] Loss: 0.4578 | LR: 0.005
[838/1429] Loss: 0.557 | LR: 0.005
[839/1429] Loss: 0.2306 | LR: 0.005
[840/1429] Loss: 0.4243 | LR: 0.005
[841/1429] Loss: 0.8702 | LR: 0.005
[842/1429] Loss: 0.7142 | LR: 0.005
[843/1429] Loss: 0.6194 | LR: 0.005
[844/1429] Loss: 1.1197 | LR: 0.005
[845/1429] Loss: 0.6839 | LR: 0.005
[846/1429] Loss: 0.7969 | LR: 0.005
[847/1429] Loss: 0.6413 | LR: 0.005
[848/1429] Loss: 0.883 | LR: 0.005
[849/1429] Loss: 1.1437 | LR: 0.005
[850/1429] Loss: 1.1451 | LR: 0.005
[851/1429] Loss: 0.9155 | LR: 0.005
[852/1429] Loss: 0.595 | LR: 0.005
[853/1429] Loss: 0.8026 | LR: 0.005
[854/1429] Loss: 0.7972 | LR: 0.005
[855/1429] Loss: 0.2817 | LR: 0.005
[856/1429] Loss: 0.3797 | LR: 0.005
[857/1429] Loss: 0.413 | LR: 0.005
[858/1429] Loss: 0.2694 | LR: 0.005
[859/1429] Loss: 0.8769 | LR: 0.005
[860/1429] Loss: 0.284 | LR: 0.005
[861/1429] Loss: 0.6374 | LR: 0.005
[862/1429] Loss: 0.7144 | LR: 0.005
[863/1429] Loss: 0.4339 | LR: 0.005
[864/1429] Loss: 0.942 | LR: 0.005
[865/1429] Loss: 0.8729 | LR: 0.005
[866/1429] Loss: 1.0308 | LR: 0.005
[867/1429] Loss: 0.2409 | LR: 0.005
[868/1429] Loss: 0.4598 | LR: 0.005
[869/1429] Loss: 0.2975 | LR: 0.005
[870/1429] Loss: 0.5152 | LR: 0.005
[871/1429] Loss: 0.7686 | LR: 0.005
[872/1429] Loss: 0.6214 | LR: 0.005
[873/1429] Loss: 0.5282 | LR: 0.005
[874/1429] Loss: 1.1281 | LR: 0.005
[875/1429] Loss: 1.0982 | LR: 0.005
[876/1429] Loss: 0.4166 | LR: 0.005
[877/1429] Loss: 0.8682 | LR: 0.005
[878/1429] Loss: 0.41 | LR: 0.005
[879/1429] Loss: 0.2817 | LR: 0.005
[880/1429] Loss: 0.9826 | LR: 0.005
[881/1429] Loss: 0.8369 | LR: 0.005
[882/1429] Loss: 1.1144 | LR: 0.005
[883/1429] Loss: 0.9561 | LR: 0.005
[884/1429] Loss: 0.8239 | LR: 0.005
[885/1429] Loss: 0.8798 | LR: 0.005
[886/1429] Loss: 0.9685 | LR: 0.005
[887/1429] Loss: 0.9195 | LR: 0.005
[888/1429] Loss: 0.8987 | LR: 0.005
[889/1429] Loss: 1.181 | LR: 0.005
[890/1429] Loss: 1.0006 | LR: 0.005
[891/1429] Loss: 0.9039 | LR: 0.005
[892/1429] Loss: 0.2422 | LR: 0.005
[893/1429] Loss: 0.2852 | LR: 0.005
[894/1429] Loss: 1.1665 | LR: 0.005
[895/1429] Loss: 1.046 | LR: 0.005
[896/1429] Loss: 0.4794 | LR: 0.005
[897/1429] Loss: 0.2591 | LR: 0.005
[898/1429] Loss: 0.7862 | LR: 0.005
[899/1429] Loss: 0.5954 | LR: 0.005
[900/1429] Loss: 1.0331 | LR: 0.005
[901/1429] Loss: 0.2536 | LR: 0.005
[902/1429] Loss: 0.4305 | LR: 0.005
[903/1429] Loss: 0.8162 | LR: 0.005
[904/1429] Loss: 1.1343 | LR: 0.005
[905/1429] Loss: 0.6504 | LR: 0.005
[906/1429] Loss: 0.6161 | LR: 0.005
[907/1429] Loss: 0.8052 | LR: 0.005
[908/1429] Loss: 0.7492 | LR: 0.005
[909/1429] Loss: 0.6575 | LR: 0.005
[910/1429] Loss: 0.2418 | LR: 0.005
[911/1429] Loss: 0.2981 | LR: 0.005
[912/1429] Loss: 1.1484 | LR: 0.005
[913/1429] Loss: 0.866 | LR: 0.005
[914/1429] Loss: 0.5258 | LR: 0.005
[915/1429] Loss: 0.3433 | LR: 0.005
[916/1429] Loss: 0.5895 | LR: 0.005
[917/1429] Loss: 0.3608 | LR: 0.005
[918/1429] Loss: 0.8556 | LR: 0.005
[919/1429] Loss: 0.5378 | LR: 0.005
[920/1429] Loss: 0.9984 | LR: 0.005
[921/1429] Loss: 0.4202 | LR: 0.005
[922/1429] Loss: 1.1496 | LR: 0.005
[923/1429] Loss: 0.8002 | LR: 0.005
[924/1429] Loss: 0.2618 | LR: 0.005
[925/1429] Loss: 1.1424 | LR: 0.005
[926/1429] Loss: 0.7384 | LR: 0.005
[927/1429] Loss: 0.832 | LR: 0.005
[928/1429] Loss: 0.2973 | LR: 0.005
[929/1429] Loss: 0.4016 | LR: 0.005
[930/1429] Loss: 1.073 | LR: 0.005
[931/1429] Loss: 0.7067 | LR: 0.005
[932/1429] Loss: 0.4653 | LR: 0.005
[933/1429] Loss: 1.1334 | LR: 0.005
[934/1429] Loss: 0.3865 | LR: 0.005
[935/1429] Loss: 0.521 | LR: 0.005
[936/1429] Loss: 0.984 | LR: 0.005
[937/1429] Loss: 0.919 | LR: 0.005
[938/1429] Loss: 0.5165 | LR: 0.005
[939/1429] Loss: 1.1124 | LR: 0.005
[940/1429] Loss: 0.2525 | LR: 0.005
[941/1429] Loss: 0.7851 | LR: 0.005
[942/1429] Loss: 0.8429 | LR: 0.005
[943/1429] Loss: 0.9432 | LR: 0.005
[944/1429] Loss: 0.824 | LR: 0.005
[945/1429] Loss: 0.4206 | LR: 0.005
[946/1429] Loss: 0.8263 | LR: 0.005
[947/1429] Loss: 1.1015 | LR: 0.005
[948/1429] Loss: 0.6991 | LR: 0.005
[949/1429] Loss: 1.0401 | LR: 0.005
[950/1429] Loss: 0.6319 | LR: 0.005
[951/1429] Loss: 1.1217 | LR: 0.005
[952/1429] Loss: 0.2822 | LR: 0.005
[953/1429] Loss: 0.2423 | LR: 0.005
[954/1429] Loss: 0.9503 | LR: 0.005
[955/1429] Loss: 0.9933 | LR: 0.005
[956/1429] Loss: 0.7629 | LR: 0.005
[957/1429] Loss: 1.1637 | LR: 0.005
[958/1429] Loss: 0.2192 | LR: 0.005
[959/1429] Loss: 0.2694 | LR: 0.005
[960/1429] Loss: 0.9554 | LR: 0.005
[961/1429] Loss: 0.32 | LR: 0.005
[962/1429] Loss: 0.5939 | LR: 0.005
[963/1429] Loss: 0.2561 | LR: 0.005
[964/1429] Loss: 0.8373 | LR: 0.005
[965/1429] Loss: 0.6829 | LR: 0.005
[966/1429] Loss: 1.0062 | LR: 0.005
[967/1429] Loss: 0.2901 | LR: 0.005
[968/1429] Loss: 0.5879 | LR: 0.005
[969/1429] Loss: 0.7796 | LR: 0.005
[970/1429] Loss: 1.135 | LR: 0.005
[971/1429] Loss: 0.2045 | LR: 0.005
[972/1429] Loss: 1.1072 | LR: 0.005
[973/1429] Loss: 0.71 | LR: 0.005
[974/1429] Loss: 0.3921 | LR: 0.005
[975/1429] Loss: 1.1629 | LR: 0.005
[976/1429] Loss: 0.9434 | LR: 0.005
[977/1429] Loss: 0.2312 | LR: 0.005
[978/1429] Loss: 1.138 | LR: 0.005
[979/1429] Loss: 0.5135 | LR: 0.005
[980/1429] Loss: 1.0781 | LR: 0.005
[981/1429] Loss: 0.4607 | LR: 0.005
[982/1429] Loss: 1.1607 | LR: 0.005
[983/1429] Loss: 1.055 | LR: 0.005
[984/1429] Loss: 0.6315 | LR: 0.005
[985/1429] Loss: 0.3546 | LR: 0.005
[986/1429] Loss: 0.7545 | LR: 0.005
[987/1429] Loss: 0.9709 | LR: 0.005
[988/1429] Loss: 0.3771 | LR: 0.005
[989/1429] Loss: 0.603 | LR: 0.005
[990/1429] Loss: 0.4198 | LR: 0.005
[991/1429] Loss: 0.9465 | LR: 0.005
[992/1429] Loss: 0.3095 | LR: 0.005
[993/1429] Loss: 1.1282 | LR: 0.005
[994/1429] Loss: 0.8879 | LR: 0.005
[995/1429] Loss: 1.0064 | LR: 0.005
[996/1429] Loss: 0.8222 | LR: 0.005
[997/1429] Loss: 0.8744 | LR: 0.005
[998/1429] Loss: 0.5726 | LR: 0.005
[999/1429] Loss: 0.5172 | LR: 0.005
[1000/1429] Loss: 1.1593 | LR: 0.005
[1001/1429] Loss: 0.4333 | LR: 0.005
[1002/1429] Loss: 1.0632 | LR: 0.005
[1003/1429] Loss: 0.8003 | LR: 0.005
[1004/1429] Loss: 0.6037 | LR: 0.005
[1005/1429] Loss: 0.5293 | LR: 0.005
[1006/1429] Loss: 0.5718 | LR: 0.005
[1007/1429] Loss: 0.5402 | LR: 0.005
[1008/1429] Loss: 1.0967 | LR: 0.005
[1009/1429] Loss: 0.6562 | LR: 0.005
[1010/1429] Loss: 0.3127 | LR: 0.005
[1011/1429] Loss: 0.5833 | LR: 0.005
[1012/1429] Loss: 1.0074 | LR: 0.005
[1013/1429] Loss: 0.9421 | LR: 0.005
[1014/1429] Loss: 0.4594 | LR: 0.005
[1015/1429] Loss: 0.5099 | LR: 0.005
[1016/1429] Loss: 0.4824 | LR: 0.005
[1017/1429] Loss: 0.9493 | LR: 0.005
[1018/1429] Loss: 0.9934 | LR: 0.005
[1019/1429] Loss: 0.4295 | LR: 0.005
[1020/1429] Loss: 1.0332 | LR: 0.005
[1021/1429] Loss: 0.4334 | LR: 0.005
[1022/1429] Loss: 0.9351 | LR: 0.005
[1023/1429] Loss: 0.3224 | LR: 0.005
[1024/1429] Loss: 1.0231 | LR: 0.005
[1025/1429] Loss: 0.2473 | LR: 0.005
[1026/1429] Loss: 0.4614 | LR: 0.005
[1027/1429] Loss: 0.5991 | LR: 0.005
[1028/1429] Loss: 1.1572 | LR: 0.005
[1029/1429] Loss: 0.6441 | LR: 0.005
[1030/1429] Loss: 0.5552 | LR: 0.005
[1031/1429] Loss: 0.2839 | LR: 0.005
[1032/1429] Loss: 0.8329 | LR: 0.005
[1033/1429] Loss: 1.0644 | LR: 0.005
[1034/1429] Loss: 0.8677 | LR: 0.005
[1035/1429] Loss: 0.2303 | LR: 0.005
[1036/1429] Loss: 0.9814 | LR: 0.005
[1037/1429] Loss: 1.1206 | LR: 0.005
[1038/1429] Loss: 0.3428 | LR: 0.005
[1039/1429] Loss: 0.4284 | LR: 0.005
[1040/1429] Loss: 1.1297 | LR: 0.005
[1041/1429] Loss: 1.1703 | LR: 0.005
[1042/1429] Loss: 0.7686 | LR: 0.005
[1043/1429] Loss: 0.2457 | LR: 0.005
[1044/1429] Loss: 0.7345 | LR: 0.005
[1045/1429] Loss: 0.6393 | LR: 0.005
[1046/1429] Loss: 0.5384 | LR: 0.005
[1047/1429] Loss: 0.3151 | LR: 0.005
[1048/1429] Loss: 1.1734 | LR: 0.005
[1049/1429] Loss: 0.7194 | LR: 0.005
[1050/1429] Loss: 0.9879 | LR: 0.005
[1051/1429] Loss: 0.386 | LR: 0.005
[1052/1429] Loss: 0.6008 | LR: 0.005
[1053/1429] Loss: 0.5911 | LR: 0.005
[1054/1429] Loss: 1.0871 | LR: 0.005
[1055/1429] Loss: 0.3811 | LR: 0.005
[1056/1429] Loss: 0.7863 | LR: 0.005
[1057/1429] Loss: 0.7688 | LR: 0.005
[1058/1429] Loss: 1.0217 | LR: 0.005
[1059/1429] Loss: 0.4018 | LR: 0.005
[1060/1429] Loss: 0.8007 | LR: 0.005
[1061/1429] Loss: 1.1668 | LR: 0.005
[1062/1429] Loss: 0.2602 | LR: 0.005
[1063/1429] Loss: 0.8575 | LR: 0.005
[1064/1429] Loss: 0.5118 | LR: 0.005
[1065/1429] Loss: 0.9204 | LR: 0.005
[1066/1429] Loss: 0.4004 | LR: 0.005
[1067/1429] Loss: 0.266 | LR: 0.005
[1068/1429] Loss: 0.7833 | LR: 0.005
[1069/1429] Loss: 0.4507 | LR: 0.005
[1070/1429] Loss: 0.6482 | LR: 0.005
[1071/1429] Loss: 0.9664 | LR: 0.005
[1072/1429] Loss: 0.774 | LR: 0.005
[1073/1429] Loss: 0.7848 | LR: 0.005
[1074/1429] Loss: 0.5536 | LR: 0.005
[1075/1429] Loss: 0.563 | LR: 0.005
[1076/1429] Loss: 0.4662 | LR: 0.005
[1077/1429] Loss: 0.8397 | LR: 0.005
[1078/1429] Loss: 0.3938 | LR: 0.005
[1079/1429] Loss: 0.991 | LR: 0.005
[1080/1429] Loss: 0.7452 | LR: 0.005
[1081/1429] Loss: 0.6425 | LR: 0.005
[1082/1429] Loss: 1.0366 | LR: 0.005
[1083/1429] Loss: 0.2746 | LR: 0.005
[1084/1429] Loss: 0.6387 | LR: 0.005
[1085/1429] Loss: 0.8978 | LR: 0.005
[1086/1429] Loss: 0.4506 | LR: 0.005
[1087/1429] Loss: 0.3142 | LR: 0.005
[1088/1429] Loss: 1.0109 | LR: 0.005
[1089/1429] Loss: 0.4041 | LR: 0.005
[1090/1429] Loss: 0.9871 | LR: 0.005
[1091/1429] Loss: 0.302 | LR: 0.005
[1092/1429] Loss: 0.6535 | LR: 0.005
[1093/1429] Loss: 0.4785 | LR: 0.005
[1094/1429] Loss: 0.9364 | LR: 0.005
[1095/1429] Loss: 0.2639 | LR: 0.005
[1096/1429] Loss: 0.6676 | LR: 0.005
[1097/1429] Loss: 0.8224 | LR: 0.005
[1098/1429] Loss: 1.1623 | LR: 0.005
[1099/1429] Loss: 0.8081 | LR: 0.005
[1100/1429] Loss: 1.1596 | LR: 0.005
[1101/1429] Loss: 0.3284 | LR: 0.005
[1102/1429] Loss: 0.3476 | LR: 0.005
[1103/1429] Loss: 0.5226 | LR: 0.005
[1104/1429] Loss: 1.1324 | LR: 0.005
[1105/1429] Loss: 0.7814 | LR: 0.005
[1106/1429] Loss: 0.8309 | LR: 0.005
[1107/1429] Loss: 0.4451 | LR: 0.005
[1108/1429] Loss: 0.409 | LR: 0.005
[1109/1429] Loss: 1.0156 | LR: 0.005
[1110/1429] Loss: 1.1162 | LR: 0.005
[1111/1429] Loss: 0.2989 | LR: 0.005
[1112/1429] Loss: 0.9486 | LR: 0.005
[1113/1429] Loss: 0.2064 | LR: 0.005
[1114/1429] Loss: 0.7537 | LR: 0.005
